GCF_016748085.1,GCF_002952675.1,GCF_002951975.1,GCF_002952595.1,GCF_001653415.1,GCF_900638475.1,GCF_016749215.1,GCF_019974055.1,GCF_013122055.1,GCF_003050665.1
GCF_016748085.1;protein_854,GCF_002952675.1;protein_962,GCF_002951975.1;protein_957,GCF_002952595.1;protein_957,GCF_001653415.1;protein_861,GCF_900638475.1;protein_944,GCF_016749215.1;protein_579,GCF_019974055.1;protein_616,GCF_013122055.1;protein_673,GCF_003050665.1;protein_223
GCF_016748085.1;protein_855,GCF_002952675.1;protein_963,GCF_002951975.1;protein_958,GCF_002952595.1;protein_958,GCF_001653415.1;protein_862,GCF_900638475.1;protein_945,GCF_016749215.1;protein_578,GCF_019974055.1;protein_615,GCF_013122055.1;protein_672,GCF_003050665.1;protein_224
GCF_016748085.1;protein_856,GCF_002952675.1;protein_964,GCF_002951975.1;protein_959,GCF_002952595.1;protein_959,GCF_001653415.1;protein_863,GCF_900638475.1;protein_946,GCF_016749215.1;protein_577,GCF_019974055.1;protein_614,GCF_013122055.1;protein_671,GCF_003050665.1;protein_225
GCF_016748085.1;protein_857,GCF_002952675.1;protein_965,GCF_002951975.1;protein_960,GCF_002952595.1;protein_960,GCF_001653415.1;protein_864,GCF_900638475.1;protein_947,GCF_016749215.1;protein_576,GCF_019974055.1;protein_613,GCF_013122055.1;protein_670,GCF_003050665.1;protein_226
GCF_016748085.1;protein_87,GCF_002952675.1;protein_1353,GCF_002951975.1;protein_1349,GCF_002952595.1;protein_1348,GCF_001653415.1;protein_145,GCF_900638475.1;protein_238,GCF_016749215.1;protein_92,GCF_019974055.1;protein_275,GCF_013122055.1;protein_272,GCF_003050665.1;protein_1066
GCF_016748085.1;protein_88,GCF_002952675.1;protein_1352,GCF_002951975.1;protein_1348,GCF_002952595.1;protein_1347,GCF_001653415.1;protein_146,GCF_900638475.1;protein_239,GCF_016749215.1;protein_93,GCF_019974055.1;protein_276,GCF_013122055.1;protein_273,GCF_003050665.1;protein_1067
GCF_016748085.1;protein_883,GCF_002952675.1;protein_603,GCF_002951975.1;protein_600,GCF_002952595.1;protein_600,GCF_001653415.1;protein_896,GCF_900638475.1;protein_766,GCF_016749215.1;protein_544,GCF_019974055.1;protein_581,GCF_013122055.1;protein_1002,GCF_003050665.1;protein_258
GCF_016748085.1;protein_884,GCF_002952675.1;protein_602,GCF_002951975.1;protein_599,GCF_002952595.1;protein_599,GCF_001653415.1;protein_897,GCF_900638475.1;protein_767,GCF_016749215.1;protein_543,GCF_019974055.1;protein_580,GCF_013122055.1;protein_1003,GCF_003050665.1;protein_259
GCF_016748085.1;protein_885,GCF_002952675.1;protein_601,GCF_002951975.1;protein_598,GCF_002952595.1;protein_598,GCF_001653415.1;protein_898,GCF_900638475.1;protein_768,GCF_016749215.1;protein_542,GCF_019974055.1;protein_579,GCF_013122055.1;protein_1004,GCF_003050665.1;protein_260
GCF_016748085.1;protein_886,GCF_002952675.1;protein_600,GCF_002951975.1;protein_597,GCF_002952595.1;protein_597,GCF_001653415.1;protein_899,GCF_900638475.1;protein_769,GCF_016749215.1;protein_541,GCF_019974055.1;protein_578,GCF_013122055.1;protein_1005,GCF_003050665.1;protein_261
GCF_016748085.1;protein_888,GCF_002952675.1;protein_598,GCF_002951975.1;protein_595,GCF_002952595.1;protein_595,GCF_001653415.1;protein_902,GCF_900638475.1;protein_772,GCF_016749215.1;protein_538,GCF_019974055.1;protein_575,GCF_013122055.1;protein_1007,GCF_003050665.1;protein_263
GCF_016748085.1;protein_889,GCF_002952675.1;protein_597,GCF_002951975.1;protein_594,GCF_002952595.1;protein_594,GCF_001653415.1;protein_903,GCF_900638475.1;protein_773,GCF_016749215.1;protein_537,GCF_019974055.1;protein_574,GCF_013122055.1;protein_1008,GCF_003050665.1;protein_264
GCF_016748085.1;protein_89,GCF_002952675.1;protein_1351,GCF_002951975.1;protein_1347,GCF_002952595.1;protein_1346,GCF_001653415.1;protein_147,GCF_900638475.1;protein_240,GCF_016749215.1;protein_94,GCF_019974055.1;protein_277,GCF_013122055.1;protein_274,GCF_003050665.1;protein_1068
GCF_016748085.1;protein_890,GCF_002952675.1;protein_596,GCF_002951975.1;protein_593,GCF_002952595.1;protein_593,GCF_001653415.1;protein_904,GCF_900638475.1;protein_774,GCF_016749215.1;protein_536,GCF_019974055.1;protein_573,GCF_013122055.1;protein_1009,GCF_003050665.1;protein_265
GCF_016748085.1;protein_891,GCF_002952675.1;protein_595,GCF_002951975.1;protein_592,GCF_002952595.1;protein_592,GCF_001653415.1;protein_905,GCF_900638475.1;protein_775,GCF_016749215.1;protein_535,GCF_019974055.1;protein_572,GCF_013122055.1;protein_1010,GCF_003050665.1;protein_266
GCF_016748085.1;protein_895,GCF_002952675.1;protein_591,GCF_002951975.1;protein_588,GCF_002952595.1;protein_588,GCF_001653415.1;protein_909,GCF_900638475.1;protein_779,GCF_016749215.1;protein_888,GCF_019974055.1;protein_884,GCF_013122055.1;protein_1014,GCF_003050665.1;protein_272
GCF_016748085.1;protein_896,GCF_002952675.1;protein_590,GCF_002951975.1;protein_587,GCF_002952595.1;protein_587,GCF_001653415.1;protein_911,GCF_900638475.1;protein_780,GCF_016749215.1;protein_889,GCF_019974055.1;protein_883,GCF_013122055.1;protein_1015,GCF_003050665.1;protein_273
GCF_016748085.1;protein_897,GCF_002952675.1;protein_589,GCF_002951975.1;protein_586,GCF_002952595.1;protein_586,GCF_001653415.1;protein_912,GCF_900638475.1;protein_781,GCF_016749215.1;protein_890,GCF_019974055.1;protein_882,GCF_013122055.1;protein_1016,GCF_003050665.1;protein_274
GCF_016748085.1;protein_898,GCF_002952675.1;protein_588,GCF_002951975.1;protein_585,GCF_002952595.1;protein_585,GCF_001653415.1;protein_913,GCF_900638475.1;protein_782,GCF_016749215.1;protein_891,GCF_019974055.1;protein_881,GCF_013122055.1;protein_1017,GCF_003050665.1;protein_275
GCF_016748085.1;protein_899,GCF_002952675.1;protein_587,GCF_002951975.1;protein_584,GCF_002952595.1;protein_584,GCF_001653415.1;protein_915,GCF_900638475.1;protein_784,GCF_016749215.1;protein_893,GCF_019974055.1;protein_880,GCF_013122055.1;protein_1019,GCF_003050665.1;protein_277
GCF_016748085.1;protein_9,GCF_002952675.1;protein_1475,GCF_002951975.1;protein_1471,GCF_002952595.1;protein_1470,GCF_001653415.1;protein_64,GCF_900638475.1;protein_162,GCF_016749215.1;protein_10,GCF_019974055.1;protein_170,GCF_013122055.1;protein_195,GCF_003050665.1;protein_986
GCF_016748085.1;protein_90,GCF_002952675.1;protein_1350,GCF_002951975.1;protein_1346,GCF_002952595.1;protein_1345,GCF_001653415.1;protein_148,GCF_900638475.1;protein_241,GCF_016749215.1;protein_95,GCF_019974055.1;protein_278,GCF_013122055.1;protein_275,GCF_003050665.1;protein_1069
GCF_016748085.1;protein_901,GCF_002952675.1;protein_585,GCF_002951975.1;protein_582,GCF_002952595.1;protein_582,GCF_001653415.1;protein_917,GCF_900638475.1;protein_786,GCF_016749215.1;protein_895,GCF_019974055.1;protein_878,GCF_013122055.1;protein_1021,GCF_003050665.1;protein_279
GCF_016748085.1;protein_902,GCF_002952675.1;protein_584,GCF_002951975.1;protein_581,GCF_002952595.1;protein_581,GCF_001653415.1;protein_918,GCF_900638475.1;protein_787,GCF_016749215.1;protein_896,GCF_019974055.1;protein_877,GCF_013122055.1;protein_1022,GCF_003050665.1;protein_280
GCF_016748085.1;protein_903,GCF_002952675.1;protein_583,GCF_002951975.1;protein_580,GCF_002952595.1;protein_580,GCF_001653415.1;protein_919,GCF_900638475.1;protein_788,GCF_016749215.1;protein_897,GCF_019974055.1;protein_876,GCF_013122055.1;protein_1023,GCF_003050665.1;protein_281
GCF_016748085.1;protein_904,GCF_002952675.1;protein_582,GCF_002951975.1;protein_579,GCF_002952595.1;protein_579,GCF_001653415.1;protein_920,GCF_900638475.1;protein_789,GCF_016749215.1;protein_898,GCF_019974055.1;protein_875,GCF_013122055.1;protein_1024,GCF_003050665.1;protein_282
GCF_016748085.1;protein_905,GCF_002952675.1;protein_581,GCF_002951975.1;protein_578,GCF_002952595.1;protein_578,GCF_001653415.1;protein_921,GCF_900638475.1;protein_790,GCF_016749215.1;protein_899,GCF_019974055.1;protein_874,GCF_013122055.1;protein_1025,GCF_003050665.1;protein_283
GCF_016748085.1;protein_906,GCF_002952675.1;protein_580,GCF_002951975.1;protein_577,GCF_002952595.1;protein_577,GCF_001653415.1;protein_922,GCF_900638475.1;protein_791,GCF_016749215.1;protein_900,GCF_019974055.1;protein_873,GCF_013122055.1;protein_1026,GCF_003050665.1;protein_284
GCF_016748085.1;protein_907,GCF_002952675.1;protein_579,GCF_002951975.1;protein_576,GCF_002952595.1;protein_576,GCF_001653415.1;protein_923,GCF_900638475.1;protein_792,GCF_016749215.1;protein_901,GCF_019974055.1;protein_872,GCF_013122055.1;protein_1027,GCF_003050665.1;protein_285
GCF_016748085.1;protein_908,GCF_002952675.1;protein_578,GCF_002951975.1;protein_575,GCF_002952595.1;protein_575,GCF_001653415.1;protein_924,GCF_900638475.1;protein_793,GCF_016749215.1;protein_902,GCF_019974055.1;protein_871,GCF_013122055.1;protein_1028,GCF_003050665.1;protein_286
GCF_016748085.1;protein_909,GCF_002952675.1;protein_577,GCF_002951975.1;protein_574,GCF_002952595.1;protein_574,GCF_001653415.1;protein_925,GCF_900638475.1;protein_794,GCF_016749215.1;protein_903,GCF_019974055.1;protein_870,GCF_013122055.1;protein_1029,GCF_003050665.1;protein_287
GCF_016748085.1;protein_910,GCF_002952675.1;protein_576,GCF_002951975.1;protein_573,GCF_002952595.1;protein_573,GCF_001653415.1;protein_926,GCF_900638475.1;protein_795,GCF_016749215.1;protein_904,GCF_019974055.1;protein_869,GCF_013122055.1;protein_1030,GCF_003050665.1;protein_288
GCF_016748085.1;protein_911,GCF_002952675.1;protein_575,GCF_002951975.1;protein_572,GCF_002952595.1;protein_572,GCF_001653415.1;protein_927,GCF_900638475.1;protein_796,GCF_016749215.1;protein_905,GCF_019974055.1;protein_868,GCF_013122055.1;protein_1031,GCF_003050665.1;protein_290
GCF_016748085.1;protein_912,GCF_002952675.1;protein_574,GCF_002951975.1;protein_571,GCF_002952595.1;protein_571,GCF_001653415.1;protein_928,GCF_900638475.1;protein_797,GCF_016749215.1;protein_906,GCF_019974055.1;protein_867,GCF_013122055.1;protein_1032,GCF_003050665.1;protein_291
GCF_016748085.1;protein_913,GCF_002952675.1;protein_573,GCF_002951975.1;protein_570,GCF_002952595.1;protein_570,GCF_001653415.1;protein_929,GCF_900638475.1;protein_798,GCF_016749215.1;protein_907,GCF_019974055.1;protein_866,GCF_013122055.1;protein_1033,GCF_003050665.1;protein_292
GCF_016748085.1;protein_914,GCF_002952675.1;protein_572,GCF_002951975.1;protein_569,GCF_002952595.1;protein_569,GCF_001653415.1;protein_930,GCF_900638475.1;protein_799,GCF_016749215.1;protein_908,GCF_019974055.1;protein_865,GCF_013122055.1;protein_1034,GCF_003050665.1;protein_293
GCF_016748085.1;protein_915,GCF_002952675.1;protein_571,GCF_002951975.1;protein_568,GCF_002952595.1;protein_568,GCF_001653415.1;protein_931,GCF_900638475.1;protein_800,GCF_016749215.1;protein_909,GCF_019974055.1;protein_864,GCF_013122055.1;protein_1035,GCF_003050665.1;protein_294
GCF_016748085.1;protein_918,GCF_002952675.1;protein_568,GCF_002951975.1;protein_565,GCF_002952595.1;protein_565,GCF_001653415.1;protein_934,GCF_900638475.1;protein_803,GCF_016749215.1;protein_912,GCF_019974055.1;protein_861,GCF_013122055.1;protein_1038,GCF_003050665.1;protein_297
GCF_016748085.1;protein_919,GCF_002952675.1;protein_567,GCF_002951975.1;protein_564,GCF_002952595.1;protein_564,GCF_001653415.1;protein_935,GCF_900638475.1;protein_804,GCF_016749215.1;protein_913,GCF_019974055.1;protein_860,GCF_013122055.1;protein_1039,GCF_003050665.1;protein_298
GCF_016748085.1;protein_92,GCF_002952675.1;protein_1348,GCF_002951975.1;protein_1344,GCF_002952595.1;protein_1343,GCF_001653415.1;protein_150,GCF_900638475.1;protein_243,GCF_016749215.1;protein_97,GCF_019974055.1;protein_280,GCF_013122055.1;protein_277,GCF_003050665.1;protein_1071
GCF_016748085.1;protein_920,GCF_002952675.1;protein_566,GCF_002951975.1;protein_563,GCF_002952595.1;protein_563,GCF_001653415.1;protein_936,GCF_900638475.1;protein_805,GCF_016749215.1;protein_914,GCF_019974055.1;protein_859,GCF_013122055.1;protein_1040,GCF_003050665.1;protein_299
GCF_016748085.1;protein_921,GCF_002952675.1;protein_565,GCF_002951975.1;protein_562,GCF_002952595.1;protein_562,GCF_001653415.1;protein_937,GCF_900638475.1;protein_806,GCF_016749215.1;protein_915,GCF_019974055.1;protein_858,GCF_013122055.1;protein_1041,GCF_003050665.1;protein_300
GCF_016748085.1;protein_922,GCF_002952675.1;protein_564,GCF_002951975.1;protein_561,GCF_002952595.1;protein_561,GCF_001653415.1;protein_938,GCF_900638475.1;protein_807,GCF_016749215.1;protein_916,GCF_019974055.1;protein_857,GCF_013122055.1;protein_1042,GCF_003050665.1;protein_301
GCF_016748085.1;protein_923,GCF_002952675.1;protein_563,GCF_002951975.1;protein_560,GCF_002952595.1;protein_560,GCF_001653415.1;protein_939,GCF_900638475.1;protein_808,GCF_016749215.1;protein_917,GCF_019974055.1;protein_856,GCF_013122055.1;protein_1043,GCF_003050665.1;protein_302
GCF_016748085.1;protein_924,GCF_002952675.1;protein_562,GCF_002951975.1;protein_559,GCF_002952595.1;protein_559,GCF_001653415.1;protein_940,GCF_900638475.1;protein_809,GCF_016749215.1;protein_918,GCF_019974055.1;protein_855,GCF_013122055.1;protein_1044,GCF_003050665.1;protein_303
GCF_016748085.1;protein_925,GCF_002952675.1;protein_561,GCF_002951975.1;protein_558,GCF_002952595.1;protein_558,GCF_001653415.1;protein_941,GCF_900638475.1;protein_810,GCF_016749215.1;protein_919,GCF_019974055.1;protein_854,GCF_013122055.1;protein_1045,GCF_003050665.1;protein_304
GCF_016748085.1;protein_926,GCF_002952675.1;protein_560,GCF_002951975.1;protein_557,GCF_002952595.1;protein_557,GCF_001653415.1;protein_942,GCF_900638475.1;protein_811,GCF_016749215.1;protein_920,GCF_019974055.1;protein_853,GCF_013122055.1;protein_1046,GCF_003050665.1;protein_305
GCF_016748085.1;protein_927,GCF_002952675.1;protein_559,GCF_002951975.1;protein_556,GCF_002952595.1;protein_556,GCF_001653415.1;protein_943,GCF_900638475.1;protein_812,GCF_016749215.1;protein_921,GCF_019974055.1;protein_852,GCF_013122055.1;protein_1047,GCF_003050665.1;protein_306
GCF_016748085.1;protein_93,GCF_002952675.1;protein_1347,GCF_002951975.1;protein_1343,GCF_002952595.1;protein_1342,GCF_001653415.1;protein_151,GCF_900638475.1;protein_244,GCF_016749215.1;protein_99,GCF_019974055.1;protein_281,GCF_013122055.1;protein_278,GCF_003050665.1;protein_1072
GCF_016748085.1;protein_930,GCF_002952675.1;protein_558,GCF_002951975.1;protein_555,GCF_002952595.1;protein_555,GCF_001653415.1;protein_944,GCF_900638475.1;protein_813,GCF_016749215.1;protein_922,GCF_019974055.1;protein_851,GCF_013122055.1;protein_1048,GCF_003050665.1;protein_307
GCF_016748085.1;protein_932,GCF_002952675.1;protein_556,GCF_002951975.1;protein_553,GCF_002952595.1;protein_553,GCF_001653415.1;protein_946,GCF_900638475.1;protein_534,GCF_016749215.1;protein_924,GCF_019974055.1;protein_849,GCF_013122055.1;protein_1050,GCF_003050665.1;protein_309
GCF_016748085.1;protein_934,GCF_002952675.1;protein_553,GCF_002951975.1;protein_550,GCF_002952595.1;protein_550,GCF_001653415.1;protein_949,GCF_900638475.1;protein_532,GCF_016749215.1;protein_926,GCF_019974055.1;protein_1151,GCF_013122055.1;protein_1052,GCF_003050665.1;protein_314
GCF_016748085.1;protein_935,GCF_002952675.1;protein_552,GCF_002951975.1;protein_549,GCF_002952595.1;protein_549,GCF_001653415.1;protein_950,GCF_900638475.1;protein_531,GCF_016749215.1;protein_927,GCF_019974055.1;protein_1152,GCF_013122055.1;protein_1053,GCF_003050665.1;protein_315
GCF_016748085.1;protein_936,GCF_002952675.1;protein_551,GCF_002951975.1;protein_548,GCF_002952595.1;protein_548,GCF_001653415.1;protein_951,GCF_900638475.1;protein_530,GCF_016749215.1;protein_928,GCF_019974055.1;protein_1153,GCF_013122055.1;protein_1054,GCF_003050665.1;protein_316
GCF_016748085.1;protein_937,GCF_002952675.1;protein_550,GCF_002951975.1;protein_547,GCF_002952595.1;protein_547,GCF_001653415.1;protein_952,GCF_900638475.1;protein_529,GCF_016749215.1;protein_929,GCF_019974055.1;protein_1154,GCF_013122055.1;protein_1055,GCF_003050665.1;protein_317
GCF_016748085.1;protein_938,GCF_002952675.1;protein_549,GCF_002951975.1;protein_546,GCF_002952595.1;protein_546,GCF_001653415.1;protein_953,GCF_900638475.1;protein_528,GCF_016749215.1;protein_930,GCF_019974055.1;protein_1155,GCF_013122055.1;protein_1056,GCF_003050665.1;protein_318
GCF_016748085.1;protein_939,GCF_002952675.1;protein_548,GCF_002951975.1;protein_545,GCF_002952595.1;protein_545,GCF_001653415.1;protein_954,GCF_900638475.1;protein_527,GCF_016749215.1;protein_931,GCF_019974055.1;protein_1156,GCF_013122055.1;protein_1057,GCF_003050665.1;protein_319
GCF_016748085.1;protein_94,GCF_002952675.1;protein_1346,GCF_002951975.1;protein_1342,GCF_002952595.1;protein_1341,GCF_001653415.1;protein_152,GCF_900638475.1;protein_245,GCF_016749215.1;protein_100,GCF_019974055.1;protein_282,GCF_013122055.1;protein_279,GCF_003050665.1;protein_1073
GCF_016748085.1;protein_941,GCF_002952675.1;protein_547,GCF_002951975.1;protein_544,GCF_002952595.1;protein_544,GCF_001653415.1;protein_955,GCF_900638475.1;protein_526,GCF_016749215.1;protein_932,GCF_019974055.1;protein_1157,GCF_013122055.1;protein_1058,GCF_003050665.1;protein_320
GCF_016748085.1;protein_942,GCF_002952675.1;protein_546,GCF_002951975.1;protein_543,GCF_002952595.1;protein_543,GCF_001653415.1;protein_956,GCF_900638475.1;protein_525,GCF_016749215.1;protein_933,GCF_019974055.1;protein_1158,GCF_013122055.1;protein_1059,GCF_003050665.1;protein_321
GCF_016748085.1;protein_943,GCF_002952675.1;protein_543,GCF_002951975.1;protein_541,GCF_002952595.1;protein_541,GCF_001653415.1;protein_957,GCF_900638475.1;protein_524,GCF_016749215.1;protein_934,GCF_019974055.1;protein_1159,GCF_013122055.1;protein_1060,GCF_003050665.1;protein_322
GCF_016748085.1;protein_944,GCF_002952675.1;protein_542,GCF_002951975.1;protein_540,GCF_002952595.1;protein_540,GCF_001653415.1;protein_958,GCF_900638475.1;protein_523,GCF_016749215.1;protein_935,GCF_019974055.1;protein_1160,GCF_013122055.1;protein_1061,GCF_003050665.1;protein_323
GCF_016748085.1;protein_945,GCF_002952675.1;protein_541,GCF_002951975.1;protein_539,GCF_002952595.1;protein_539,GCF_001653415.1;protein_959,GCF_900638475.1;protein_522,GCF_016749215.1;protein_936,GCF_019974055.1;protein_1161,GCF_013122055.1;protein_1062,GCF_003050665.1;protein_324
GCF_016748085.1;protein_946,GCF_002952675.1;protein_540,GCF_002951975.1;protein_538,GCF_002952595.1;protein_538,GCF_001653415.1;protein_960,GCF_900638475.1;protein_521,GCF_016749215.1;protein_937,GCF_019974055.1;protein_1162,GCF_013122055.1;protein_1063,GCF_003050665.1;protein_325
GCF_016748085.1;protein_947,GCF_002952675.1;protein_539,GCF_002951975.1;protein_537,GCF_002952595.1;protein_537,GCF_001653415.1;protein_961,GCF_900638475.1;protein_520,GCF_016749215.1;protein_938,GCF_019974055.1;protein_1163,GCF_013122055.1;protein_1064,GCF_003050665.1;protein_326
GCF_016748085.1;protein_948,GCF_002952675.1;protein_538,GCF_002951975.1;protein_536,GCF_002952595.1;protein_536,GCF_001653415.1;protein_962,GCF_900638475.1;protein_519,GCF_016749215.1;protein_939,GCF_019974055.1;protein_1164,GCF_013122055.1;protein_1065,GCF_003050665.1;protein_327
GCF_016748085.1;protein_95,GCF_002952675.1;protein_1345,GCF_002951975.1;protein_1341,GCF_002952595.1;protein_1340,GCF_001653415.1;protein_153,GCF_900638475.1;protein_246,GCF_016749215.1;protein_101,GCF_019974055.1;protein_283,GCF_013122055.1;protein_280,GCF_003050665.1;protein_1074
GCF_016748085.1;protein_950,GCF_002952675.1;protein_536,GCF_002951975.1;protein_534,GCF_002952595.1;protein_534,GCF_001653415.1;protein_964,GCF_900638475.1;protein_517,GCF_016749215.1;protein_941,GCF_019974055.1;protein_1166,GCF_013122055.1;protein_1067,GCF_003050665.1;protein_329
GCF_016748085.1;protein_951,GCF_002952675.1;protein_535,GCF_002951975.1;protein_533,GCF_002952595.1;protein_533,GCF_001653415.1;protein_965,GCF_900638475.1;protein_516,GCF_016749215.1;protein_942,GCF_019974055.1;protein_1167,GCF_013122055.1;protein_1068,GCF_003050665.1;protein_330
