GCF_002953555.1,GCF_010917155.1,GCF_003050665.1,GCF_019974055.1,GCF_022923035.1,GCF_022925215.1,GCF_016748795.1,GCF_017821355.1,GCF_017821275.1,GCF_003636855.2,GCF_030323385.1,GCF_002952575.1,GCF_017821635.1,GCF_006337405.1,GCF_002952635.1,GCF_001653415.1,GCF_022923775.1,GCF_017821475.1,GCF_002906535.1,GCF_051131785.1,GCF_020735805.1,GCF_013122035.1,GCF_002906555.1,GCF_030323485.1,GCF_030062605.1,GCF_022921575.1,GCF_022925945.1,GCF_017821595.1,GCF_002951975.1,GCF_006337745.1
GCF_002953555.1;protein_641,GCF_010917155.1;protein_1360,GCF_003050665.1;protein_41,GCF_019974055.1;protein_1065,GCF_022923035.1;protein_739,GCF_022925215.1;protein_755,GCF_016748795.1;protein_626,GCF_017821355.1;protein_644,GCF_017821275.1;protein_621,GCF_003636855.2;protein_1183,GCF_030323385.1;protein_785,GCF_002952575.1;protein_778,GCF_017821635.1;protein_900,GCF_006337405.1;protein_618,GCF_002952635.1;protein_782,GCF_001653415.1;protein_685,GCF_022923775.1;protein_694,GCF_017821475.1;protein_619,GCF_002906535.1;protein_643,GCF_051131785.1;protein_748,GCF_020735805.1;protein_1195,GCF_013122035.1;protein_850,GCF_002906555.1;protein_642,GCF_030323485.1;protein_748,GCF_030062605.1;protein_1392,GCF_022921575.1;protein_728,GCF_022925945.1;protein_747,GCF_017821595.1;protein_622,GCF_002951975.1;protein_778,GCF_006337745.1;protein_857
GCF_002953555.1;protein_642,GCF_010917155.1;protein_1361,GCF_003050665.1;protein_42,GCF_019974055.1;protein_1066,GCF_022923035.1;protein_740,GCF_022925215.1;protein_754,GCF_016748795.1;protein_627,GCF_017821355.1;protein_645,GCF_017821275.1;protein_622,GCF_003636855.2;protein_1182,GCF_030323385.1;protein_786,GCF_002952575.1;protein_779,GCF_017821635.1;protein_899,GCF_006337405.1;protein_617,GCF_002952635.1;protein_783,GCF_001653415.1;protein_686,GCF_022923775.1;protein_695,GCF_017821475.1;protein_620,GCF_002906535.1;protein_644,GCF_051131785.1;protein_749,GCF_020735805.1;protein_1196,GCF_013122035.1;protein_849,GCF_002906555.1;protein_643,GCF_030323485.1;protein_747,GCF_030062605.1;protein_1391,GCF_022921575.1;protein_729,GCF_022925945.1;protein_748,GCF_017821595.1;protein_623,GCF_002951975.1;protein_779,GCF_006337745.1;protein_856
GCF_002953555.1;protein_643,GCF_010917155.1;protein_1362,GCF_003050665.1;protein_43,GCF_019974055.1;protein_1067,GCF_022923035.1;protein_741,GCF_022925215.1;protein_753,GCF_016748795.1;protein_628,GCF_017821355.1;protein_646,GCF_017821275.1;protein_623,GCF_003636855.2;protein_1181,GCF_030323385.1;protein_787,GCF_002952575.1;protein_780,GCF_017821635.1;protein_898,GCF_006337405.1;protein_616,GCF_002952635.1;protein_784,GCF_001653415.1;protein_687,GCF_022923775.1;protein_696,GCF_017821475.1;protein_621,GCF_002906535.1;protein_645,GCF_051131785.1;protein_750,GCF_020735805.1;protein_1197,GCF_013122035.1;protein_848,GCF_002906555.1;protein_644,GCF_030323485.1;protein_746,GCF_030062605.1;protein_1390,GCF_022921575.1;protein_730,GCF_022925945.1;protein_749,GCF_017821595.1;protein_624,GCF_002951975.1;protein_780,GCF_006337745.1;protein_855
GCF_002953555.1;protein_644,GCF_010917155.1;protein_1363,GCF_003050665.1;protein_44,GCF_019974055.1;protein_1068,GCF_022923035.1;protein_742,GCF_022925215.1;protein_752,GCF_016748795.1;protein_629,GCF_017821355.1;protein_647,GCF_017821275.1;protein_624,GCF_003636855.2;protein_1180,GCF_030323385.1;protein_788,GCF_002952575.1;protein_781,GCF_017821635.1;protein_897,GCF_006337405.1;protein_615,GCF_002952635.1;protein_785,GCF_001653415.1;protein_688,GCF_022923775.1;protein_697,GCF_017821475.1;protein_622,GCF_002906535.1;protein_646,GCF_051131785.1;protein_751,GCF_020735805.1;protein_1198,GCF_013122035.1;protein_847,GCF_002906555.1;protein_645,GCF_030323485.1;protein_745,GCF_030062605.1;protein_1389,GCF_022921575.1;protein_731,GCF_022925945.1;protein_750,GCF_017821595.1;protein_625,GCF_002951975.1;protein_781,GCF_006337745.1;protein_854
GCF_002953555.1;protein_645,GCF_010917155.1;protein_1364,GCF_003050665.1;protein_45,GCF_019974055.1;protein_1069,GCF_022923035.1;protein_743,GCF_022925215.1;protein_751,GCF_016748795.1;protein_630,GCF_017821355.1;protein_648,GCF_017821275.1;protein_625,GCF_003636855.2;protein_1179,GCF_030323385.1;protein_789,GCF_002952575.1;protein_782,GCF_017821635.1;protein_896,GCF_006337405.1;protein_614,GCF_002952635.1;protein_786,GCF_001653415.1;protein_689,GCF_022923775.1;protein_698,GCF_017821475.1;protein_623,GCF_002906535.1;protein_647,GCF_051131785.1;protein_752,GCF_020735805.1;protein_1199,GCF_013122035.1;protein_846,GCF_002906555.1;protein_646,GCF_030323485.1;protein_744,GCF_030062605.1;protein_1388,GCF_022921575.1;protein_732,GCF_022925945.1;protein_751,GCF_017821595.1;protein_626,GCF_002951975.1;protein_782,GCF_006337745.1;protein_853
GCF_002953555.1;protein_646,GCF_010917155.1;protein_1365,GCF_003050665.1;protein_46,GCF_019974055.1;protein_1070,GCF_022923035.1;protein_744,GCF_022925215.1;protein_750,GCF_016748795.1;protein_631,GCF_017821355.1;protein_649,GCF_017821275.1;protein_626,GCF_003636855.2;protein_1178,GCF_030323385.1;protein_790,GCF_002952575.1;protein_783,GCF_017821635.1;protein_895,GCF_006337405.1;protein_613,GCF_002952635.1;protein_787,GCF_001653415.1;protein_690,GCF_022923775.1;protein_699,GCF_017821475.1;protein_624,GCF_002906535.1;protein_648,GCF_051131785.1;protein_753,GCF_020735805.1;protein_1200,GCF_013122035.1;protein_845,GCF_002906555.1;protein_647,GCF_030323485.1;protein_743,GCF_030062605.1;protein_1387,GCF_022921575.1;protein_733,GCF_022925945.1;protein_752,GCF_017821595.1;protein_627,GCF_002951975.1;protein_783,GCF_006337745.1;protein_852
GCF_002953555.1;protein_647,GCF_010917155.1;protein_1366,GCF_003050665.1;protein_47,GCF_019974055.1;protein_1071,GCF_022923035.1;protein_745,GCF_022925215.1;protein_749,GCF_016748795.1;protein_632,GCF_017821355.1;protein_650,GCF_017821275.1;protein_627,GCF_003636855.2;protein_1177,GCF_030323385.1;protein_791,GCF_002952575.1;protein_784,GCF_017821635.1;protein_894,GCF_006337405.1;protein_612,GCF_002952635.1;protein_788,GCF_001653415.1;protein_691,GCF_022923775.1;protein_700,GCF_017821475.1;protein_625,GCF_002906535.1;protein_649,GCF_051131785.1;protein_754,GCF_020735805.1;protein_1201,GCF_013122035.1;protein_844,GCF_002906555.1;protein_648,GCF_030323485.1;protein_742,GCF_030062605.1;protein_1386,GCF_022921575.1;protein_734,GCF_022925945.1;protein_753,GCF_017821595.1;protein_628,GCF_002951975.1;protein_784,GCF_006337745.1;protein_851
GCF_002953555.1;protein_648,GCF_010917155.1;protein_1367,GCF_003050665.1;protein_48,GCF_019974055.1;protein_1072,GCF_022923035.1;protein_746,GCF_022925215.1;protein_748,GCF_016748795.1;protein_633,GCF_017821355.1;protein_651,GCF_017821275.1;protein_628,GCF_003636855.2;protein_1176,GCF_030323385.1;protein_792,GCF_002952575.1;protein_785,GCF_017821635.1;protein_893,GCF_006337405.1;protein_611,GCF_002952635.1;protein_789,GCF_001653415.1;protein_692,GCF_022923775.1;protein_701,GCF_017821475.1;protein_626,GCF_002906535.1;protein_650,GCF_051131785.1;protein_755,GCF_020735805.1;protein_1202,GCF_013122035.1;protein_843,GCF_002906555.1;protein_649,GCF_030323485.1;protein_741,GCF_030062605.1;protein_1385,GCF_022921575.1;protein_735,GCF_022925945.1;protein_754,GCF_017821595.1;protein_629,GCF_002951975.1;protein_785,GCF_006337745.1;protein_850
GCF_002953555.1;protein_649,GCF_010917155.1;protein_1368,GCF_003050665.1;protein_49,GCF_019974055.1;protein_1073,GCF_022923035.1;protein_747,GCF_022925215.1;protein_747,GCF_016748795.1;protein_634,GCF_017821355.1;protein_652,GCF_017821275.1;protein_629,GCF_003636855.2;protein_1175,GCF_030323385.1;protein_793,GCF_002952575.1;protein_786,GCF_017821635.1;protein_892,GCF_006337405.1;protein_610,GCF_002952635.1;protein_790,GCF_001653415.1;protein_693,GCF_022923775.1;protein_702,GCF_017821475.1;protein_627,GCF_002906535.1;protein_651,GCF_051131785.1;protein_756,GCF_020735805.1;protein_1203,GCF_013122035.1;protein_842,GCF_002906555.1;protein_650,GCF_030323485.1;protein_740,GCF_030062605.1;protein_1384,GCF_022921575.1;protein_736,GCF_022925945.1;protein_755,GCF_017821595.1;protein_630,GCF_002951975.1;protein_786,GCF_006337745.1;protein_849
GCF_002953555.1;protein_65,GCF_010917155.1;protein_156,GCF_003050665.1;protein_1042,GCF_019974055.1;protein_251,GCF_022923035.1;protein_1371,GCF_022925215.1;protein_1323,GCF_016748795.1;protein_64,GCF_017821355.1;protein_64,GCF_017821275.1;protein_63,GCF_003636855.2;protein_177,GCF_030323385.1;protein_218,GCF_002952575.1;protein_1372,GCF_017821635.1;protein_65,GCF_006337405.1;protein_1414,GCF_002952635.1;protein_1377,GCF_001653415.1;protein_120,GCF_022923775.1;protein_1382,GCF_017821475.1;protein_63,GCF_002906535.1;protein_64,GCF_051131785.1;protein_1384,GCF_020735805.1;protein_635,GCF_013122035.1;protein_245,GCF_002906555.1;protein_64,GCF_030323485.1;protein_1338,GCF_030062605.1;protein_235,GCF_022921575.1;protein_1451,GCF_022925945.1;protein_1357,GCF_017821595.1;protein_63,GCF_002951975.1;protein_1373,GCF_006337745.1;protein_1426
GCF_002953555.1;protein_652,GCF_010917155.1;protein_1370,GCF_003050665.1;protein_53,GCF_019974055.1;protein_1075,GCF_022923035.1;protein_750,GCF_022925215.1;protein_745,GCF_016748795.1;protein_640,GCF_017821355.1;protein_655,GCF_017821275.1;protein_635,GCF_003636855.2;protein_1172,GCF_030323385.1;protein_795,GCF_002952575.1;protein_791,GCF_017821635.1;protein_889,GCF_006337405.1;protein_608,GCF_002952635.1;protein_795,GCF_001653415.1;protein_696,GCF_022923775.1;protein_706,GCF_017821475.1;protein_631,GCF_002906535.1;protein_654,GCF_051131785.1;protein_759,GCF_020735805.1;protein_1205,GCF_013122035.1;protein_837,GCF_002906555.1;protein_653,GCF_030323485.1;protein_737,GCF_030062605.1;protein_1381,GCF_022921575.1;protein_739,GCF_022925945.1;protein_757,GCF_017821595.1;protein_634,GCF_002951975.1;protein_791,GCF_006337745.1;protein_846
GCF_002953555.1;protein_653,GCF_010917155.1;protein_1371,GCF_003050665.1;protein_54,GCF_019974055.1;protein_1076,GCF_022923035.1;protein_751,GCF_022925215.1;protein_744,GCF_016748795.1;protein_641,GCF_017821355.1;protein_656,GCF_017821275.1;protein_636,GCF_003636855.2;protein_1171,GCF_030323385.1;protein_796,GCF_002952575.1;protein_792,GCF_017821635.1;protein_888,GCF_006337405.1;protein_607,GCF_002952635.1;protein_796,GCF_001653415.1;protein_697,GCF_022923775.1;protein_707,GCF_017821475.1;protein_632,GCF_002906535.1;protein_655,GCF_051131785.1;protein_760,GCF_020735805.1;protein_1206,GCF_013122035.1;protein_836,GCF_002906555.1;protein_654,GCF_030323485.1;protein_736,GCF_030062605.1;protein_1380,GCF_022921575.1;protein_740,GCF_022925945.1;protein_758,GCF_017821595.1;protein_635,GCF_002951975.1;protein_792,GCF_006337745.1;protein_845
GCF_002953555.1;protein_655,GCF_010917155.1;protein_1373,GCF_003050665.1;protein_56,GCF_019974055.1;protein_1078,GCF_022923035.1;protein_753,GCF_022925215.1;protein_742,GCF_016748795.1;protein_643,GCF_017821355.1;protein_660,GCF_017821275.1;protein_640,GCF_003636855.2;protein_1169,GCF_030323385.1;protein_798,GCF_002952575.1;protein_794,GCF_017821635.1;protein_887,GCF_006337405.1;protein_606,GCF_002952635.1;protein_798,GCF_001653415.1;protein_700,GCF_022923775.1;protein_709,GCF_017821475.1;protein_636,GCF_002906535.1;protein_657,GCF_051131785.1;protein_762,GCF_020735805.1;protein_1208,GCF_013122035.1;protein_834,GCF_002906555.1;protein_656,GCF_030323485.1;protein_734,GCF_030062605.1;protein_1376,GCF_022921575.1;protein_742,GCF_022925945.1;protein_760,GCF_017821595.1;protein_640,GCF_002951975.1;protein_794,GCF_006337745.1;protein_843
GCF_002953555.1;protein_656,GCF_010917155.1;protein_1374,GCF_003050665.1;protein_57,GCF_019974055.1;protein_1079,GCF_022923035.1;protein_754,GCF_022925215.1;protein_741,GCF_016748795.1;protein_644,GCF_017821355.1;protein_661,GCF_017821275.1;protein_641,GCF_003636855.2;protein_1168,GCF_030323385.1;protein_799,GCF_002952575.1;protein_795,GCF_017821635.1;protein_886,GCF_006337405.1;protein_605,GCF_002952635.1;protein_799,GCF_001653415.1;protein_701,GCF_022923775.1;protein_710,GCF_017821475.1;protein_637,GCF_002906535.1;protein_658,GCF_051131785.1;protein_763,GCF_020735805.1;protein_1209,GCF_013122035.1;protein_833,GCF_002906555.1;protein_657,GCF_030323485.1;protein_733,GCF_030062605.1;protein_1375,GCF_022921575.1;protein_743,GCF_022925945.1;protein_761,GCF_017821595.1;protein_641,GCF_002951975.1;protein_795,GCF_006337745.1;protein_842
GCF_002953555.1;protein_657,GCF_010917155.1;protein_1375,GCF_003050665.1;protein_58,GCF_019974055.1;protein_1080,GCF_022923035.1;protein_755,GCF_022925215.1;protein_740,GCF_016748795.1;protein_645,GCF_017821355.1;protein_662,GCF_017821275.1;protein_642,GCF_003636855.2;protein_1167,GCF_030323385.1;protein_800,GCF_002952575.1;protein_796,GCF_017821635.1;protein_885,GCF_006337405.1;protein_604,GCF_002952635.1;protein_800,GCF_001653415.1;protein_702,GCF_022923775.1;protein_711,GCF_017821475.1;protein_638,GCF_002906535.1;protein_659,GCF_051131785.1;protein_764,GCF_020735805.1;protein_1210,GCF_013122035.1;protein_832,GCF_002906555.1;protein_658,GCF_030323485.1;protein_732,GCF_030062605.1;protein_1374,GCF_022921575.1;protein_744,GCF_022925945.1;protein_762,GCF_017821595.1;protein_642,GCF_002951975.1;protein_796,GCF_006337745.1;protein_841
GCF_002953555.1;protein_658,GCF_010917155.1;protein_1376,GCF_003050665.1;protein_59,GCF_019974055.1;protein_1081,GCF_022923035.1;protein_756,GCF_022925215.1;protein_739,GCF_016748795.1;protein_646,GCF_017821355.1;protein_663,GCF_017821275.1;protein_643,GCF_003636855.2;protein_1166,GCF_030323385.1;protein_801,GCF_002952575.1;protein_797,GCF_017821635.1;protein_884,GCF_006337405.1;protein_603,GCF_002952635.1;protein_801,GCF_001653415.1;protein_703,GCF_022923775.1;protein_712,GCF_017821475.1;protein_639,GCF_002906535.1;protein_660,GCF_051131785.1;protein_765,GCF_020735805.1;protein_1211,GCF_013122035.1;protein_831,GCF_002906555.1;protein_659,GCF_030323485.1;protein_731,GCF_030062605.1;protein_1373,GCF_022921575.1;protein_745,GCF_022925945.1;protein_763,GCF_017821595.1;protein_643,GCF_002951975.1;protein_797,GCF_006337745.1;protein_840
GCF_002953555.1;protein_659,GCF_010917155.1;protein_1377,GCF_003050665.1;protein_60,GCF_019974055.1;protein_1082,GCF_022923035.1;protein_757,GCF_022925215.1;protein_738,GCF_016748795.1;protein_647,GCF_017821355.1;protein_664,GCF_017821275.1;protein_644,GCF_003636855.2;protein_1165,GCF_030323385.1;protein_802,GCF_002952575.1;protein_798,GCF_017821635.1;protein_883,GCF_006337405.1;protein_602,GCF_002952635.1;protein_802,GCF_001653415.1;protein_704,GCF_022923775.1;protein_713,GCF_017821475.1;protein_640,GCF_002906535.1;protein_661,GCF_051131785.1;protein_766,GCF_020735805.1;protein_1212,GCF_013122035.1;protein_830,GCF_002906555.1;protein_660,GCF_030323485.1;protein_730,GCF_030062605.1;protein_1372,GCF_022921575.1;protein_746,GCF_022925945.1;protein_764,GCF_017821595.1;protein_644,GCF_002951975.1;protein_798,GCF_006337745.1;protein_839
GCF_002953555.1;protein_66,GCF_010917155.1;protein_155,GCF_003050665.1;protein_1043,GCF_019974055.1;protein_252,GCF_022923035.1;protein_1370,GCF_022925215.1;protein_1322,GCF_016748795.1;protein_65,GCF_017821355.1;protein_65,GCF_017821275.1;protein_64,GCF_003636855.2;protein_176,GCF_030323385.1;protein_219,GCF_002952575.1;protein_1371,GCF_017821635.1;protein_66,GCF_006337405.1;protein_1413,GCF_002952635.1;protein_1376,GCF_001653415.1;protein_121,GCF_022923775.1;protein_1381,GCF_017821475.1;protein_64,GCF_002906535.1;protein_65,GCF_051131785.1;protein_1383,GCF_020735805.1;protein_636,GCF_013122035.1;protein_246,GCF_002906555.1;protein_65,GCF_030323485.1;protein_1337,GCF_030062605.1;protein_236,GCF_022921575.1;protein_1452,GCF_022925945.1;protein_1356,GCF_017821595.1;protein_64,GCF_002951975.1;protein_1372,GCF_006337745.1;protein_1425
GCF_002953555.1;protein_662,GCF_010917155.1;protein_1403,GCF_003050665.1;protein_65,GCF_019974055.1;protein_1085,GCF_022923035.1;protein_762,GCF_022925215.1;protein_735,GCF_016748795.1;protein_652,GCF_017821355.1;protein_667,GCF_017821275.1;protein_647,GCF_003636855.2;protein_1162,GCF_030323385.1;protein_807,GCF_002952575.1;protein_801,GCF_017821635.1;protein_880,GCF_006337405.1;protein_597,GCF_002952635.1;protein_805,GCF_001653415.1;protein_707,GCF_022923775.1;protein_718,GCF_017821475.1;protein_643,GCF_002906535.1;protein_664,GCF_051131785.1;protein_773,GCF_020735805.1;protein_1215,GCF_013122035.1;protein_827,GCF_002906555.1;protein_663,GCF_030323485.1;protein_725,GCF_030062605.1;protein_1098,GCF_022921575.1;protein_751,GCF_022925945.1;protein_769,GCF_017821595.1;protein_647,GCF_002951975.1;protein_801,GCF_006337745.1;protein_836
GCF_002953555.1;protein_663,GCF_010917155.1;protein_1401,GCF_003050665.1;protein_66,GCF_019974055.1;protein_1086,GCF_022923035.1;protein_763,GCF_022925215.1;protein_734,GCF_016748795.1;protein_654,GCF_017821355.1;protein_668,GCF_017821275.1;protein_648,GCF_003636855.2;protein_1160,GCF_030323385.1;protein_808,GCF_002952575.1;protein_803,GCF_017821635.1;protein_878,GCF_006337405.1;protein_596,GCF_002952635.1;protein_807,GCF_001653415.1;protein_708,GCF_022923775.1;protein_719,GCF_017821475.1;protein_645,GCF_002906535.1;protein_665,GCF_051131785.1;protein_774,GCF_020735805.1;protein_1217,GCF_013122035.1;protein_825,GCF_002906555.1;protein_664,GCF_030323485.1;protein_724,GCF_030062605.1;protein_1096,GCF_022921575.1;protein_752,GCF_022925945.1;protein_770,GCF_017821595.1;protein_649,GCF_002951975.1;protein_803,GCF_006337745.1;protein_835
GCF_002953555.1;protein_664,GCF_010917155.1;protein_1400,GCF_003050665.1;protein_67,GCF_019974055.1;protein_1087,GCF_022923035.1;protein_764,GCF_022925215.1;protein_733,GCF_016748795.1;protein_655,GCF_017821355.1;protein_669,GCF_017821275.1;protein_649,GCF_003636855.2;protein_1159,GCF_030323385.1;protein_809,GCF_002952575.1;protein_804,GCF_017821635.1;protein_877,GCF_006337405.1;protein_595,GCF_002952635.1;protein_808,GCF_001653415.1;protein_709,GCF_022923775.1;protein_720,GCF_017821475.1;protein_646,GCF_002906535.1;protein_666,GCF_051131785.1;protein_775,GCF_020735805.1;protein_1218,GCF_013122035.1;protein_824,GCF_002906555.1;protein_665,GCF_030323485.1;protein_723,GCF_030062605.1;protein_1095,GCF_022921575.1;protein_753,GCF_022925945.1;protein_771,GCF_017821595.1;protein_650,GCF_002951975.1;protein_804,GCF_006337745.1;protein_834
GCF_002953555.1;protein_665,GCF_010917155.1;protein_1399,GCF_003050665.1;protein_68,GCF_019974055.1;protein_1088,GCF_022923035.1;protein_765,GCF_022925215.1;protein_732,GCF_016748795.1;protein_656,GCF_017821355.1;protein_670,GCF_017821275.1;protein_650,GCF_003636855.2;protein_1158,GCF_030323385.1;protein_810,GCF_002952575.1;protein_805,GCF_017821635.1;protein_876,GCF_006337405.1;protein_594,GCF_002952635.1;protein_809,GCF_001653415.1;protein_710,GCF_022923775.1;protein_721,GCF_017821475.1;protein_647,GCF_002906535.1;protein_667,GCF_051131785.1;protein_776,GCF_020735805.1;protein_1219,GCF_013122035.1;protein_823,GCF_002906555.1;protein_666,GCF_030323485.1;protein_722,GCF_030062605.1;protein_1094,GCF_022921575.1;protein_754,GCF_022925945.1;protein_772,GCF_017821595.1;protein_651,GCF_002951975.1;protein_805,GCF_006337745.1;protein_833
GCF_002953555.1;protein_666,GCF_010917155.1;protein_1398,GCF_003050665.1;protein_69,GCF_019974055.1;protein_1089,GCF_022923035.1;protein_766,GCF_022925215.1;protein_731,GCF_016748795.1;protein_657,GCF_017821355.1;protein_671,GCF_017821275.1;protein_651,GCF_003636855.2;protein_1157,GCF_030323385.1;protein_811,GCF_002952575.1;protein_806,GCF_017821635.1;protein_875,GCF_006337405.1;protein_593,GCF_002952635.1;protein_810,GCF_001653415.1;protein_711,GCF_022923775.1;protein_722,GCF_017821475.1;protein_648,GCF_002906535.1;protein_668,GCF_051131785.1;protein_777,GCF_020735805.1;protein_1220,GCF_013122035.1;protein_822,GCF_002906555.1;protein_667,GCF_030323485.1;protein_721,GCF_030062605.1;protein_1093,GCF_022921575.1;protein_755,GCF_022925945.1;protein_773,GCF_017821595.1;protein_652,GCF_002951975.1;protein_806,GCF_006337745.1;protein_832
GCF_002953555.1;protein_667,GCF_010917155.1;protein_1388,GCF_003050665.1;protein_70,GCF_019974055.1;protein_1090,GCF_022923035.1;protein_767,GCF_022925215.1;protein_730,GCF_016748795.1;protein_661,GCF_017821355.1;protein_681,GCF_017821275.1;protein_661,GCF_003636855.2;protein_1156,GCF_030323385.1;protein_812,GCF_002952575.1;protein_807,GCF_017821635.1;protein_865,GCF_006337405.1;protein_592,GCF_002952635.1;protein_811,GCF_001653415.1;protein_721,GCF_022923775.1;protein_726,GCF_017821475.1;protein_658,GCF_002906535.1;protein_669,GCF_051131785.1;protein_778,GCF_020735805.1;protein_1221,GCF_013122035.1;protein_821,GCF_002906555.1;protein_668,GCF_030323485.1;protein_717,GCF_030062605.1;protein_1083,GCF_022921575.1;protein_759,GCF_022925945.1;protein_774,GCF_017821595.1;protein_662,GCF_002951975.1;protein_807,GCF_006337745.1;protein_831
